"nombresenador","measuredate","measuretype","measurenumber","proyecto","reference","votetype","countofvotetype","measurestatus","proyecto1","mes","a_o","labelvotetype","countofvotes","nombre"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. de la C.","1488","R. C. de la C. 1488","Informe","A favor","1","Aprobada","R. C. de la C. 1488","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. de la C.","1512","R. C. de la C. 1512","Informe","A favor","1","Aprobada","R. C. de la C. 1512","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. de la C.","1532","R. C. de la C. 1532","Informe","A favor","1","Aprobada","R. C. de la C. 1532","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. de la C.","1536","R. C. de la C. 1536","Informe","A favor","1","Aprobada","R. C. de la C. 1536","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. de la C.","1543","R. C. de la C. 1543","Informe","A favor","1","Aprobada","R. C. de la C. 1543","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. del S.","1014","R. C. del S. 1014","Informe","A favor","1","Aprobada","R. C. del S. 1014","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. del S.","1041","R. C. del S. 1041","Informe","En contra","1","Aprobada","R. C. del S. 1041","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","122","P. de la C. 0122","Informe","A favor","1","Aprobada","P. de la C. 0122","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","2873","P. de la C. 2873","Sustitutivo","Abstenido","1","Aprobada","P. de la C. 2873","06-junio","2012","Abstenido","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","2979","P. de la C. 2979","2ndo Informe Final","A favor","1","Aprobada","P. de la C. 2979","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. de la C.","436","R. C. de la C. 0436","Informe","A favor","1","Aprobada","R. C. de la C. 0436","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3089","P. de la C. 3089","Informe","A favor","1","Aprobada","P. de la C. 3089","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-28T00:00:00.000","Nombramiento","1282","Nombramiento 1282","Otros","A favor","1","Aprobada","Nombramiento 1282","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3091","P. de la C. 3091","Informe","A favor","1","Aprobada","P. de la C. 3091","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3445","P. de la C. 3445","Segundo Inf.","A favor","1","Aprobada","P. de la C. 3445","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3456","P. de la C. 3456","Informe","En contra","1","Aprobada","P. de la C. 3456","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3563","P. de la C. 3563","Informe","A favor","1","Aprobada","P. de la C. 3563","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3677","P. de la C. 3677","Informe","Abstenido","1","Aprobada","P. de la C. 3677","06-junio","2012","Abstenido","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3766","P. de la C. 3766","Informe","A favor","1","Aprobada","P. de la C. 3766","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3923","P. de la C. 3923","Informe","Abstenido","1","Aprobada","P. de la C. 3923","06-junio","2012","Abstenido","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3987","P. de la C. 3987","Informe","Abstenido","1","Aprobada","P. de la C. 3987","06-junio","2012","Abstenido","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","4048","P. de la C. 4048","Medida","Abstenido","1","Aprobada","P. de la C. 4048","06-junio","2012","Abstenido","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","4049","P. de la C. 4049","Informe","En contra","1","Aprobada","P. de la C. 4049","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","4055","P. de la C. 4055","Medida","En contra","1","Aprobada","P. de la C. 4055","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","4058","P. de la C. 4058","Medida","A favor","1","Aprobada","P. de la C. 4058","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. del S.","1429","P. del S. 1429","Informe","En contra","1","Aprobada","P. del S. 1429","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3033","P. de la C. 3033","Medida","A favor","1","Aprobada","P. de la C. 3033","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","Nombramiento","1345","Nombramiento 1345","Otros","A favor","1","Aprobada","Nombramiento 1345","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-28T00:00:00.000","Nombramiento","1276","Nombramiento 1276","Otros","A favor","1","Aprobada","Nombramiento 1276","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","Nombramiento","1253","Nombramiento 1253","Otros","A favor","1","Aprobada","Nombramiento 1253","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","Nombramiento","1255","Nombramiento 1255","Otros","A favor","1","Aprobada","Nombramiento 1255","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","Nombramiento","1259","Nombramiento 1259","Otros","A favor","1","Aprobada","Nombramiento 1259","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","Nombramiento","1297","Nombramiento 1297","Otros","A favor","1","Aprobada","Nombramiento 1297","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","Nombramiento","1302","Nombramiento 1302","Otros","A favor","1","Aprobada","Nombramiento 1302","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","Nombramiento","1309","Nombramiento 1309","Otros","A favor","1","Aprobada","Nombramiento 1309","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","Nombramiento","1311","Nombramiento 1311","Otros","A favor","1","Aprobada","Nombramiento 1311","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","Nombramiento","1318","Nombramiento 1318","Otros","A favor","1","Aprobada","Nombramiento 1318","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","Nombramiento","1320","Nombramiento 1320","Otros","A favor","1","Aprobada","Nombramiento 1320","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","Nombramiento","1329","Nombramiento 1329","Otros","A favor","1","Aprobada","Nombramiento 1329","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","Nombramiento","1332","Nombramiento 1332","Otros","A favor","1","Aprobada","Nombramiento 1332","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","Nombramiento","1241","Nombramiento 1241","Otros","A favor","1","Aprobada","Nombramiento 1241","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","Nombramiento","1342","Nombramiento 1342","Otros","A favor","1","Aprobada","Nombramiento 1342","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","Nombramiento","1237","Nombramiento 1237","Otros","A favor","1","Aprobada","Nombramiento 1237","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","Nombramiento","1350","Nombramiento 1350","Otros","A favor","1","Aprobada","Nombramiento 1350","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","Nombramiento","1359","Nombramiento 1359","Otros","A favor","1","Aprobada","Nombramiento 1359","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","P. del S.","735","P. del S. 0735","Conc. Enmiendas","A favor","1","Aprobada","P. del S. 0735","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","P. del S.","939","P. del S. 0939","Conc. Enmiendas","A favor","1","Aprobada","P. del S. 0939","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","P. del S.","1066","P. del S. 1066","Conc. Enmiendas","A favor","1","Aprobada","P. del S. 1066","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","P. del S.","1067","P. del S. 1067","Conc. Enmiendas","A favor","1","Aprobada","P. del S. 1067","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","P. del S.","1222","P. del S. 1222","Conc. Enmiendas","A favor","1","Aprobada","P. del S. 1222","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","P. del S.","1434","P. del S. 1434","Conc. Enmiendas","A favor","1","Aprobada","P. del S. 1434","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","P. del S.","1656","P. del S. 1656","Conc. Enmiendas","A favor","1","Aprobada","P. del S. 1656","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","P. del S.","1709","P. del S. 1709","Conc. Enmiendas","A favor","1","Aprobada","P. del S. 1709","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","P. del S.","1961","P. del S. 1961","Conc. Enmiendas","A favor","1","Aprobada","P. del S. 1961","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1484","R. C. de la C. 1484","Informe","A favor","1","Aprobada","R. C. de la C. 1484","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-20T00:00:00.000","Nombramiento","1294","Nombramiento 1294","Otros","A favor","1","Aprobada","Nombramiento 1294","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","Nombramiento","1336","Nombramiento 1336","Otros","A favor","1","Aprobada","Nombramiento 1336","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-28T00:00:00.000","P. del S.","2359","P. del S. 2359","Conc. Enmiendas","A favor","1","Aprobada","P. del S. 2359","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-28T00:00:00.000","Nombramiento","1288","Nombramiento 1288","Otros","A favor","1","Aprobada","Nombramiento 1288","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-28T00:00:00.000","Nombramiento","1296","Nombramiento 1296","Otros","A favor","1","Aprobada","Nombramiento 1296","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-28T00:00:00.000","Nombramiento","1322","Nombramiento 1322","Otros","A favor","1","Aprobada","Nombramiento 1322","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-28T00:00:00.000","Nombramiento","1326","Nombramiento 1326","Otros","A favor","1","Aprobada","Nombramiento 1326","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-28T00:00:00.000","Nombramiento","1330","Nombramiento 1330","Otros","A favor","1","Aprobada","Nombramiento 1330","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-28T00:00:00.000","Nombramiento","1339","Nombramiento 1339","Otros","A favor","1","Aprobada","Nombramiento 1339","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-28T00:00:00.000","Nombramiento","1365","Nombramiento 1365","Otros","A favor","1","Aprobada","Nombramiento 1365","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-28T00:00:00.000","Nombramiento","1366","Nombramiento 1366","Otros","A favor","1","Aprobada","Nombramiento 1366","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-28T00:00:00.000","Nombramiento","1367","Nombramiento 1367","Otros","A favor","1","Aprobada","Nombramiento 1367","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-28T00:00:00.000","Nombramiento","1369","Nombramiento 1369","Otros","A favor","1","Aprobada","Nombramiento 1369","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-28T00:00:00.000","P. del S.","512","P. del S. 0512","Conc. Enmiendas","A favor","1","Aprobada","P. del S. 0512","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-28T00:00:00.000","P. del S.","2089","P. del S. 2089","Conc. Enmiendas","A favor","1","Aprobada","P. del S. 2089","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","Nombramiento","1245","Nombramiento 1245","Otros","A favor","1","Aprobada","Nombramiento 1245","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-28T00:00:00.000","P. del S.","2334","P. del S. 2334","Conc. Enmiendas","A favor","1","Aprobada","P. del S. 2334","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","Nombramiento","1215","Nombramiento 1215","Otros","A favor","1","Aprobada","Nombramiento 1215","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-28T00:00:00.000","P. del S.","2383","P. del S. 2383","Conc. Enmiendas","A favor","1","Aprobada","P. del S. 2383","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-28T00:00:00.000","P. del S.","2405","P. del S. 2405","Conc. Enmiendas","A favor","1","Aprobada","P. del S. 2405","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-28T00:00:00.000","P. del S.","2660","P. del S. 2660","Conc. Enmiendas","En contra","1","Aprobada","P. del S. 2660","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-28T00:00:00.000","R. C. del S.","572","R. C. del S. 0572","Conc. Enmiendas","A favor","1","Aprobada","R. C. del S. 0572","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-28T00:00:00.000","R. del S.","2108","R. del S. 2108","Informe","A favor","1","Aprobada","R. del S. 2108","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-28T00:00:00.000","R. del S.","2578","R. del S. 2578","Informe","A favor","1","Aprobada","R. del S. 2578","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-28T00:00:00.000","R. del S.","2594","R. del S. 2594","Informe","A favor","1","Aprobada","R. del S. 2594","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-28T00:00:00.000","R. del S.","2700","R. del S. 2700","Informe","A favor","1","Aprobada","R. del S. 2700","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","Nombramiento","1158","Nombramiento 1158","Otros","A favor","1","Aprobada","Nombramiento 1158","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","Nombramiento","1178","Nombramiento 1178","Otros","A favor","1","Aprobada","Nombramiento 1178","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","Nombramiento","1200","Nombramiento 1200","Otros","A favor","1","Aprobada","Nombramiento 1200","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","Nombramiento","1211","Nombramiento 1211","Otros","A favor","1","Aprobada","Nombramiento 1211","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","Nombramiento","1226","Nombramiento 1226","Otros","A favor","1","Aprobada","Nombramiento 1226","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-28T00:00:00.000","P. del S.","2105","P. del S. 2105","Conc. Enmiendas","En contra","1","Aprobada","P. del S. 2105","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. del S.","2332","P. del S. 2332","Informe","A favor","1","Aprobada","P. del S. 2332","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","P. del S.","1966","P. del S. 1966","Conc. Enmiendas","A favor","1","Aprobada","P. del S. 1966","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3932","P. de la C. 3932","Informe","En contra","1","Aprobada","P. de la C. 3932","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3935","P. de la C. 3935","Informe","En contra","1","Aprobada","P. de la C. 3935","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3936","P. de la C. 3936","Informe","A favor","1","Aprobada","P. de la C. 3936","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","4006","P. de la C. 4006","Informe","En contra","1","Aprobada","P. de la C. 4006","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. del S.","64","P. del S. 0064","Segundo Inf.","A favor","1","Aprobada","P. del S. 0064","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. del S.","239","P. del S. 0239","Informe","A favor","1","Derrotada","P. del S. 0239","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. del S.","457","P. del S. 0457","Segundo Inf.","A favor","1","Aprobada","P. del S. 0457","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. del S.","1648","P. del S. 1648","Informe","Abstenido","1","Aprobada","P. del S. 1648","06-junio","2012","Abstenido","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. del S.","2112","P. del S. 2112","Informe","A favor","1","Aprobada","P. del S. 2112","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. del S.","2129","P. del S. 2129","Informe","A favor","1","Aprobada","P. del S. 2129","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. del S.","2164","P. del S. 2164","Reconsiderado","A favor","1","Aprobada","P. del S. 2164","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3815","P. de la C. 3815","Informe","A favor","1","Aprobada","P. de la C. 3815","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. del S.","2244","P. del S. 2244","Conf.\Recon.","A favor","1","Aprobada","P. del S. 2244","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3626","P. de la C. 3626","Informe","A favor","1","Aprobada","P. de la C. 3626","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. del S.","2490","P. del S. 2490","Informe","A favor","1","Aprobada","P. del S. 2490","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. del S.","2576","P. del S. 2576","Informe","A favor","1","Aprobada","P. del S. 2576","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. del S.","2584","P. del S. 2584","Informe","A favor","1","Aprobada","P. del S. 2584","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. del S.","2585","P. del S. 2585","Informe","A favor","1","Aprobada","P. del S. 2585","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. del S.","2625","P. del S. 2625","Informe","A favor","1","Aprobada","P. del S. 2625","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. del S.","2633","P. del S. 2633","Informe","A favor","1","Aprobada","P. del S. 2633","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. del S.","2658","P. del S. 2658","Informe","A favor","1","Aprobada","P. del S. 2658","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. del S.","2685","P. del S. 2685","Informe","A favor","1","Aprobada","P. del S. 2685","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. del S.","2694","P. del S. 2694","Informe","A favor","1","Aprobada","P. del S. 2694","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. del S.","2698","P. del S. 2698","Medida","A favor","1","Aprobada","P. del S. 2698","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. del S.","2705","P. del S. 2705","Medida","A favor","1","Aprobada","P. del S. 2705","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. del S.",,"P. del S. Sust. 2138 y 2392","Informe","A favor","1","Aprobada","P. del S. Sust. 2138 y 2392","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. de la C.","1352","R. C. de la C. 1352","Informe","A favor","1","Aprobada","R. C. de la C. 1352","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. del S.","2181","P. del S. 2181","Reconsiderado","En contra","1","Aprobada","P. del S. 2181","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1517","R. C. de la C. 1517","Medida","A favor","1","Aprobada","R. C. de la C. 1517","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1489","R. C. de la C. 1489","Informe","A favor","1","Aprobada","R. C. de la C. 1489","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1491","R. C. de la C. 1491","Informe","A favor","1","Aprobada","R. C. de la C. 1491","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","Nombramiento","1229","Nombramiento 1229","Otros","A favor","1","Aprobada","Nombramiento 1229","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. de la C.","1406","R. C. de la C. 1406","Informe","A favor","1","Aprobada","R. C. de la C. 1406","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1492","R. C. de la C. 1492","Informe","A favor","1","Aprobada","R. C. de la C. 1492","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1495","R. C. de la C. 1495","Informe","A favor","1","Aprobada","R. C. de la C. 1495","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1496","R. C. de la C. 1496","Informe","A favor","1","Aprobada","R. C. de la C. 1496","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1497","R. C. de la C. 1497","Informe","A favor","1","Aprobada","R. C. de la C. 1497","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1498","R. C. de la C. 1498","Informe","A favor","1","Aprobada","R. C. de la C. 1498","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1500","R. C. de la C. 1500","Informe","A favor","1","Aprobada","R. C. de la C. 1500","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
