"nombresenador","measuredate","measuretype","measurenumber","proyecto","reference","votetype","countofvotetype","measurestatus","proyecto1","mes","a_o","labelvotetype","countofvotes","nombre"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1501","R. C. de la C. 1501","Informe","En contra","1","Aprobada","R. C. de la C. 1501","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1507","R. C. de la C. 1507","Informe","A favor","1","Aprobada","R. C. de la C. 1507","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3931","P. de la C. 3931","Informe","A favor","1","Aprobada","P. de la C. 3931","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1515","R. C. de la C. 1515","Informe","A favor","1","Aprobada","R. C. de la C. 1515","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. del S.","939","R. C. del S. 0939","Medida","A favor","1","Aprobada","R. C. del S. 0939","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1558","R. C. de la C. 1558","Medida","En contra","1","Aprobada","R. C. de la C. 1558","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. del S.","289","R. C. del S. 0289","Inf. Conferencia","A favor","1","Aprobada","R. C. del S. 0289","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. del S.","883","R. C. del S. 0883","Conc. Enmiendas","A favor","1","Aprobada","R. C. del S. 0883","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. del S.","944","R. C. del S. 0944","Conc. Enmiendas","A favor","1","Aprobada","R. C. del S. 0944","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. del S.","957","R. C. del S. 0957","Conc. Enmiendas","A favor","1","Aprobada","R. C. del S. 0957","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. del S.","968","R. C. del S. 0968","Conc. Enmiendas","A favor","1","Aprobada","R. C. del S. 0968","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. del S.","985","R. C. del S. 0985","Informe","A favor","1","Aprobada","R. C. del S. 0985","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. del S.","1012","R. C. del S. 1012","Informe","A favor","1","Aprobada","R. C. del S. 1012","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. del S.","1042","R. C. del S. 1042","Informe","A favor","1","Aprobada","R. C. del S. 1042","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. del S.","1053","R. C. del S. 1053","Medida","En contra","1","Aprobada","R. C. del S. 1053","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. del S.","1054","R. C. del S. 1054","Medida","A favor","1","Aprobada","R. C. del S. 1054","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","2058","P. de la C. 2058","Medida","A favor","1","Aprobada","P. de la C. 2058","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","2242","P. de la C. 2242","Informe","A favor","1","Aprobada","P. de la C. 2242","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1510","R. C. de la C. 1510","Informe","A favor","1","Aprobada","R. C. de la C. 1510","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. del S.","1904","P. del S. 1904","Informe","A favor","1","Aprobada","P. del S. 1904","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3547","P. de la C. 3547","Informe","A favor","1","Aprobada","P. de la C. 3547","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3712","P. de la C. 3712","Informe","Abstenido","1","Aprobada","P. de la C. 3712","06-junio","2012","Abstenido","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3717","P. de la C. 3717","Informe","En contra","1","Aprobada","P. de la C. 3717","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3883","P. de la C. 3883","Informe","A favor","1","Aprobada","P. de la C. 3883","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3939","P. de la C. 3939","Informe","Abstenido","1","Aprobada","P. de la C. 3939","06-junio","2012","Abstenido","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3947","P. de la C. 3947","Informe","Abstenido","1","Aprobada","P. de la C. 3947","06-junio","2012","Abstenido","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3960","P. de la C. 3960","Informe","En contra","1","Aprobada","P. de la C. 3960","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3961","P. de la C. 3961","Informe","A favor","1","Aprobada","P. de la C. 3961","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3976","P. de la C. 3976","Informe","A favor","1","Aprobada","P. de la C. 3976","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3979","P. de la C. 3979","Informe","En contra","1","Aprobada","P. de la C. 3979","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","4001","P. de la C. 4001","Informe","A favor","1","Aprobada","P. de la C. 4001","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","4008","P. de la C. 4008","Informe","A favor","1","Aprobada","P. de la C. 4008","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","4028","P. de la C. 4028","Reconsiderado","A favor","1","Aprobada","P. de la C. 4028","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3403","P. de la C. 3403","Informe","A favor","1","Aprobada","P. de la C. 3403","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. de la C.","1055","R. C. de la C. 1055","Informe","En contra","1","Aprobada","R. C. de la C. 1055","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. de la C.","1058","R. C. de la C. 1058","Informe","En contra","1","Aprobada","R. C. de la C. 1058","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. de la C.","1057","R. C. de la C. 1057","Informe","En contra","1","Aprobada","R. C. de la C. 1057","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. de la C.","1060","R. C. de la C. 1060","Informe","En contra","1","Aprobada","R. C. de la C. 1060","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. de la C.","1394","R. C. de la C. 1394","Informe","A favor","1","Aprobada","R. C. de la C. 1394","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. del S.","714","R. C. del S. 0714","Conc. Enmiendas","A favor","1","Aprobada","R. C. del S. 0714","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","4037","P. de la C. 4037","Informe","Abstenido","1","Aprobada","P. de la C. 4037","06-junio","2012","Abstenido","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. de la C.","1056","R. C. de la C. 1056","Informe","En contra","1","Aprobada","R. C. de la C. 1056","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.",,"P. de la C. Sust. P. de la C. 3879, 3881 al P. del S. 2346  ","Informe","A favor","1","Aprobada","P. de la C. Sust. P. de la C. 3879, 3881 al P. del S. 2346  ","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. de la C.","1011","R. C. de la C. 1011","Informe","A favor","1","Aprobada","R. C. de la C. 1011","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. del S.","2707","P. del S. 2707","Medida","A favor","1","Aprobada","P. del S. 2707","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. del S.","2706","P. del S. 2706","Medida","A favor","1","Aprobada","P. del S. 2706","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. del S.","2615","P. del S. 2615","Reconsiderado","En contra","1","Aprobada","P. del S. 2615","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. del S.","2579","P. del S. 2579","Informe","A favor","1","Aprobada","P. del S. 2579","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. del S.","2149","P. del S. 2149","Informe","En contra","1","Aprobada","P. del S. 2149","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. de la C.","1460","R. C. de la C. 1460","Informe","A favor","1","Aprobada","R. C. de la C. 1460","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. de la C.","1516","R. C. de la C. 1516","Informe","A favor","1","Aprobada","R. C. de la C. 1516","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. Conc. del S.","53","R. Conc. del S. 0053","Informe","A favor","1","Aprobada","R. Conc. del S. 0053","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. del S.","1055","R. C. del S. 1055","Medida","A favor","1","Aprobada","R. C. del S. 1055","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. del S.","1052","R. C. del S. 1052","Informe","En contra","1","Aprobada","R. C. del S. 1052","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. del S.","1046","R. C. del S. 1046","Informe","A favor","1","Aprobada","R. C. del S. 1046","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. del S.","1019","R. C. del S. 1019","Informe","A favor","1","Aprobada","R. C. del S. 1019","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","509","P. de la C. 0509","Informe","A favor","1","Aprobada","P. de la C. 0509","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. del S.","435","R. C. del S. 0435","Informe","A favor","1","Aprobada","R. C. del S. 0435","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. del S.","1027","R. C. del S. 1027","Informe","A favor","1","Aprobada","R. C. del S. 1027","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. del S.","2596","P. del S. 2596","Informe","A favor","1","Aprobada","P. del S. 2596","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. de la C.","1461","R. C. de la C. 1461","Informe","En contra","1","Aprobada","R. C. de la C. 1461","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. de la C.","1462","R. C. de la C. 1462","Informe","En contra","1","Aprobada","R. C. de la C. 1462","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. de la C.","1499","R. C. de la C. 1499","Informe","A favor","1","Aprobada","R. C. de la C. 1499","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. de la C.","1490","R. C. de la C. 1490","Informe","A favor","1","Aprobada","R. C. de la C. 1490","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. de la C.","1482","R. C. de la C. 1482","Informe","A favor","1","Aprobada","R. C. de la C. 1482","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. del S.","964","R. C. del S. 0964","Informe","A favor","1","Aprobada","R. C. del S. 0964","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3376","P. de la C. 3376","Segundo Inf.","A favor","1","Aprobada","P. de la C. 3376","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3309","P. de la C. 3309","Informe","A favor","1","Aprobada","P. de la C. 3309","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","R. C. del S.","1000","R. C. del S. 1000","Informe","A favor","1","Aprobada","R. C. del S. 1000","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3352","P. de la C. 3352","Informe","A favor","1","Aprobada","P. de la C. 3352","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3179","P. de la C. 3179","Segundo Inf.","A favor","1","Aprobada","P. de la C. 3179","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3220","P. de la C. 3220","Informe","A favor","1","Aprobada","P. de la C. 3220","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3049","P. de la C. 3049","Informe","A favor","1","Aprobada","P. de la C. 3049","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3044","P. de la C. 3044","Informe","A favor","1","Aprobada","P. de la C. 3044","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","2494","P. de la C. 2494","Informe","A favor","1","Aprobada","P. de la C. 2494","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-25T00:00:00.000","P. de la C.","3393","P. de la C. 3393","Informe","En contra","1","Aprobada","P. de la C. 3393","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
