"recinto_o_unidad_institucional","a_o_acad_mico","facultad_o_escuela","concentraci_n","especialidad","cip","nivel","nivel_especifico","total_de_estudiantes","total_de_estudiantes_femeninos","total_de_estudiantes_masculinos"
"UPR en Utuado","2012-2013",,"Cs. Naturales","N/A","30.1801","Subgraduado","Grado Asociado","11","6","5"
"Recinto de Mayagüez","2013-2014","Ciencias Agrícolas","Departamento de Educación Agrícola","Educación Agrícola - BCA","13.1301","Subgraduado","Bachillerato o Equivalente","6","4","2"
"Recinto de Mayagüez","2013-2014","Ciencias Agrícolas","Departamento de Educación Agrícola","Educación Agrícola - MC","13.1301","Graduado","Maestría","1","0","1"
"Recinto de Mayagüez","2013-2014","Ciencias Agrícolas","Departamento de Educación Agrícola","Extensión Agrícolas - MC","1.0801","Graduado","Maestría","2","0","2"
"Recinto de Mayagüez","2013-2014","Ciencias Agrícolas","Departamento de Industrias Pecuarias","Industria Pecuaria - BCA","1.0901","Subgraduado","Bachillerato o Equivalente","41","28","13"
"Recinto de Mayagüez","2013-2014","Ciencias Agrícolas","Departamento de Industrias Pecuarias","Industria Pecuaria - MC","1.0901","Graduado","Maestría","7","4","3"
"Recinto de Mayagüez","2013-2014","Ciencias Agrícolas","Departamento de Ingeniería Agrícola","Tecnología Mecánico-Agrícola - BCA","1.0299","Subgraduado","Bachillerato o Equivalente","25","3","22"
"Recinto de Mayagüez","2013-2014","Ciencias Agrícolas","Departamento de Programas Generales en Ciencias Agrícolas","Agricultura General - BC","1","Subgraduado","Bachillerato o Equivalente","16","7","9"
"Recinto de Mayagüez","2013-2014","Ingeniería","Departamento de Ingeniería  Eléctrica y Computadoras","Ciencias e Ingeniería de Computadoras - PHD","11.0101","Graduado","Doctorado","1","0","1"
"Recinto de Mayagüez","2013-2014","Ingeniería","Departamento de Ingeniería  Eléctrica y Computadoras","Ingeniería Computadoras - BC","14.0901","Subgraduado","Bachillerato o Equivalente","58","8","50"
"Recinto de Mayagüez","2013-2014","Ingeniería","Departamento de Ingeniería  Eléctrica y Computadoras","Ingeniería Computadoras - MC","14.0901","Graduado","Maestría","1","0","1"
"Recinto de Mayagüez","2013-2014","Ingeniería","Departamento de Ingeniería  Eléctrica y Computadoras","Ingeniería Computadoras - MI","14.0901","Graduado","Maestría","3","0","3"
"Recinto de Mayagüez","2013-2014","Ingeniería","Departamento de Ingeniería  Eléctrica y Computadoras","Ingeniería Eléctrica - BC","14.1001","Subgraduado","Bachillerato o Equivalente","75","9","66"
"Recinto de Mayagüez","2013-2014","Ingeniería","Departamento de Ingeniería  Eléctrica y Computadoras","Ingeniería Eléctrica - MC","14.1001","Graduado","Maestría","3","0","3"
"Recinto de Mayagüez","2013-2014","Ingeniería","Departamento de Ingeniería  Eléctrica y Computadoras","Ingeniería Eléctrica - MI","14.1001","Graduado","Maestría","6","1","5"
"Recinto de Rio Piedras","2009-2010","Planificación","Planificación","Maestría en Planificación","4.0301","Graduado","Maestría","15","6","9"
"Recinto de Mayagüez","2013-2014","Ingeniería","Departamento de Ingeniería Civil","Agrimensura y Topografía - BC","15.1102","Subgraduado","Bachillerato o Equivalente","24","3","21"
"Recinto de Mayagüez","2013-2014","Ingeniería","Departamento de Ingeniería Civil","Ingeniería Civil - BC","14.0801","Subgraduado","Bachillerato o Equivalente","108","35","73"
"Recinto de Mayagüez","2013-2014","Ingeniería","Departamento de Ingeniería Civil","Ingeniería Civil - MC","14.0801","Graduado","Maestría","15","7","8"
"Recinto de Mayagüez","2013-2014","Ingeniería","Departamento de Ingeniería Civil","Ingeniería Civil - MI","14.0801","Graduado","Maestría","18","8","10"
"Recinto de Mayagüez","2013-2014","Ingeniería","Departamento de Ingeniería Civil","Ingeniería Civil PHD","14.0801","Graduado","Doctorado","3","1","2"
"Recinto de Mayagüez","2013-2014","Ingeniería","Departamento de Ingeniería Industrial","Ingeniería en Sistemas Gerenciales - MI","15.1501","Graduado","Maestría","1","1","0"
"Recinto de Mayagüez","2013-2014","Ingeniería","Departamento de Ingeniería Industrial","Ingeniería Industrial - BC","14.3501","Subgraduado","Bachillerato o Equivalente","61","32","29"
"Recinto de Mayagüez","2013-2014","Ingeniería","Departamento de Ingeniería Industrial","Ingeniería Industrial - MC","14.3501","Graduado","Maestría","2","0","2"
"Recinto de Mayagüez","2013-2014","Ingeniería","Departamento de Ingeniería Industrial","Ingeniería Industrial - MI","14.3501","Graduado","Maestría","5","4","1"
"Recinto de Mayagüez","2013-2014","Ingeniería","Departamento de Ingeniería Mecánica","Ingeniería Mecánica - BC","14.1901","Subgraduado","Bachillerato o Equivalente","121","27","94"
"Recinto de Mayagüez","2013-2014","Ingeniería","Departamento de Ingeniería Mecánica","Ingeniería Mecánica - MC","14.1901","Graduado","Maestría","8","2","6"
"Recinto de Mayagüez","2013-2014","Ingeniería","Departamento de Ingeniería Mecánica","Ingeniería Mecánica - MI","14.1901","Graduado","Maestría","2","1","1"
"Recinto de Mayagüez","2013-2014","Ingeniería","Departamento de Ingeniería Química","Ingeniería Química - BC","14.0701","Subgraduado","Bachillerato o Equivalente","87","44","43"
"Recinto de Mayagüez","2013-2014","Ingeniería","Departamento de Ingeniería Química","Ingeniería Química - MC","14.0701","Graduado","Maestría","2","1","1"
"Recinto de Mayagüez","2013-2014","Ingeniería","Departamento de Ingeniería Química","Ingeniería Química - MI","14.0701","Graduado","Maestría","1","1","0"
"Recinto de Mayagüez","2013-2014","Ingeniería","Departamento de Ingeniería Química","Ingeniería Química - PHD","14.0701","Graduado","Doctorado","6","3","3"
"Recinto de Rio Piedras","2009-2010","Administración de Empresas","Adm Rec Humanos De La Empresa","Bachillerato en Administración De Empresas - Adm Rec Humanos De La Empresa","52.1001","Subgraduado","Bachillerato","35","30","5"
"Recinto de Rio Piedras","2009-2010","Administración de Empresas","Admin Sistemas De Oficina","Bachillerato en Administración de Sistemas de Oficinas","52.0402","Subgraduado","Bachillerato","29","28","1"
"Recinto de Rio Piedras","2009-2010","Administración de Empresas","Administración De Oficinas","Bachillerato en Administración de Oficinas","52.0402","Subgraduado","Bachillerato","1","1","0"
"Recinto de Rio Piedras","2009-2010","Administración de Empresas","Contabilidad","Bachillerato en Administración De Empresas - Contabilidad","52.0301","Subgraduado","Bachillerato","140","86","54"
"UPR en Utuado","2012-2013",,"Cs. Sociales","N/A","45.0101","Subgraduado","Grado Asociado","12","10","2"
"Recinto de Rio Piedras","2009-2010","Administración de Empresas","Economía - Adm Empresas","Bachillerato en Administración De Empresas - Economía - Adm Empresas","52.0601","Subgraduado","Bachillerato","3","2","1"
"Recinto de Rio Piedras","2009-2010","Administración de Empresas","Estadísticas","Bachillerato en Administración De Empresas - Estadísticas","52.1302","Subgraduado","Bachillerato","1","1","0"
"Recinto de Rio Piedras","2009-2010","Administración de Empresas","Finanzas","Bachillerato en Administración De Empresas - Finanzas","52.0801","Subgraduado","Bachillerato","35","15","20"
"Recinto de Rio Piedras","2009-2010","Administración de Empresas","Gerencia De Operaciones","Bachillerato en Administración De Empresas - Gerencia De Operaciones","52.0205","Subgraduado","Bachillerato","10","5","5"
"Recinto de Rio Piedras","2009-2010","Administración de Empresas","Mercadotecnia","Bachillerato en Administración De Empresas - Mercadotecnia","52.1401","Subgraduado","Bachillerato","72","48","24"
"Recinto de Rio Piedras","2009-2010","Administración de Empresas","Programa General - Adm Empresas","Bachillerato en Administración De Empresas - Programa General - Adm Empresas","52.0101","Subgraduado","Bachillerato","7","1","6"
"Recinto de Rio Piedras","2009-2010","Administración de Empresas","Sist Computadorizados De Información","Bachillerato en Administración De Empresas - Sist Computadorizados De Información","52.1201","Subgraduado","Bachillerato","13","0","13"
"Recinto de Rio Piedras","2009-2010","Administración de Empresas","Comercio Internacional","Doctorado en Filosofía en Administración De Empresas - Comercio Internacional","52.1101","Graduado","Doctorado","1","1","0"
"Recinto de Rio Piedras","2009-2010","Administración de Empresas","Finanzas","Doctorado en Filosofía en Administración De Empresas - Finanzas","52.0801","Graduado","Doctorado","3","1","2"
"Recinto de Rio Piedras","2009-2010","Administración de Empresas","Comercio Y Negoc Internac","Maestría en Administración De Empresas - Comercio Y Negoc Internac","52.1101","Graduado","Maestría","3","2","1"
"Recinto de Rio Piedras","2009-2010","Administración de Empresas","Contabilidad","Maestría en Administración De Empresas - Contabilidad","52.0301","Graduado","Maestría","2","2","0"
"Recinto de Rio Piedras","2009-2010","Administración de Empresas","Finanzas De Los Negocios","Maestría en Administración De Empresas - Finanzas De Los Negocios","52.0801","Graduado","Maestría","8","5","3"
"Recinto de Rio Piedras","2009-2010","Administración de Empresas","Gerencia De Los Recursos Humanos","Maestría en Administración De Empresas - Gerencia De Los Recursos Humanos","52.1001","Graduado","Maestría","1","1","0"
"Recinto de Rio Piedras","2009-2010","Administración de Empresas","Gerencia De Operaciones","Maestría en Administración De Empresas - Gerencia De Operaciones","52.0205","Graduado","Maestría","16","11","5"
"Recinto de Rio Piedras","2009-2010","Administración de Empresas","Mercadeo","Maestría en Administración De Empresas - Mercadeo","52.1401","Graduado","Maestría","2","2","0"
"Recinto de Rio Piedras","2009-2010","Administración de Empresas","Moneda Y Banca","Maestría en Administración De Empresas - Moneda Y Banca","52.0801","Graduado","Maestría","4","2","2"
"Recinto de Rio Piedras","2009-2010","Arquitectura","Diseño Ambiental - Arquitectura","Bachillerato en Arquitectura - Diseño Ambiental","4.0401","Subgraduado","Bachillerato","39","20","19"
"Recinto de Rio Piedras","2009-2010","Arquitectura","Arquitectura","Maestría en Arquitectura","4.0201","Graduado","Maestría","31","12","19"
"Recinto de Rio Piedras","2009-2010","Ciencias Naturales","Biología","Bachillerato en Ciencias Naturales - Biología","26.0101","Subgraduado","Bachillerato","115","79","36"
"Recinto de Rio Piedras","2009-2010","Ciencias Naturales","Biología Celular Molecular","Bachillerato en Ciencias Naturales - Biología Celular Molecular","26.0101","Subgraduado","Bachillerato","22","18","4"
"Recinto de Rio Piedras","2009-2010","Ciencias Naturales","Biología Integrativa","Bachillerato en Ciencias Naturales - Biología Integrativa","26.0101","Subgraduado","Bachillerato","1","0","1"
"Recinto de Rio Piedras","2009-2010","Ciencias Naturales","Ciencias Ambientales","Bachillerato en Ciencias Naturales - Ciencias Ambientales","3.0104","Subgraduado","Bachillerato","5","5","0"
"Recinto de Rio Piedras","2009-2010","Ciencias Naturales","Ciencias De Cómputos","Bachillerato en Ciencias Naturales - Ciencias De Cómputos","11.0701","Subgraduado","Bachillerato","7","1","6"
"Recinto de Rio Piedras","2009-2010","Ciencias Naturales","Física","Bachillerato en Ciencias Naturales - Física","40.0801","Subgraduado","Bachillerato","6","2","4"
"Recinto de Rio Piedras","2009-2010","Ciencias Naturales","Matemáticas","Bachillerato en Ciencias Naturales - Matemáticas","27.0101","Subgraduado","Bachillerato","5","3","2"
"Recinto de Rio Piedras","2009-2010","Ciencias Naturales","Nutrición Y Dietética","Bachillerato en Ciencias Naturales - Nutrición Y Dietética","19.0501","Subgraduado","Bachillerato","1","1","0"
"Recinto de Rio Piedras","2009-2010","Ciencias Naturales","Programa General - Cs Naturales","Bachillerato en Ciencias Naturales - Programa General - Cs Naturales","30.1801","Subgraduado","Bachillerato","168","104","64"
"Recinto de Rio Piedras","2009-2010","Ciencias Naturales","Química","Bachillerato en Ciencias Naturales - Química","40.0501","Subgraduado","Bachillerato","62","44","18"
"Recinto de Rio Piedras","2009-2010","Ciencias Naturales","Biología","Doctorado en Filosofía en Ciencias Naturales - Biología","26.0101","Graduado","Doctorado","5","2","3"
"Recinto de Rio Piedras","2009-2010","Ciencias Naturales","Física - Química","Doctorado en Filosofía en Ciencias Naturales - Física - Química","40.0506","Graduado","Doctorado","6","0","6"
"Recinto de Rio Piedras","2009-2010","Ciencias Naturales","Matemáticas","Doctorado en Filosofía en Ciencias Naturales - Matemáticas","27.0101","Graduado","Doctorado","2","0","2"
"Recinto de Rio Piedras","2009-2010","Ciencias Naturales","Química","Doctorado en Filosofía en Ciencias Naturales - Química","40.0501","Graduado","Doctorado","9","4","5"
"Recinto de Rio Piedras","2009-2010","Ciencias Naturales","Biología","Maestría en Ciencias Naturales - Biología","26.0101","Graduado","Maestría","10","7","3"
"Recinto de Rio Piedras","2009-2010","Ciencias Naturales","Física","Maestría en Ciencias Naturales - Física","40.0801","Graduado","Maestría","2","0","2"
"Recinto de Rio Piedras","2009-2010","Ciencias Naturales","Matemáticas","Maestría en Ciencias Naturales - Matemáticas","27.0101","Graduado","Maestría","2","1","1"
"Recinto de Rio Piedras","2009-2010","Ciencias Naturales","Química","Maestría en Ciencias Naturales - Química","40.0501","Graduado","Maestría","2","1","1"
"UPR en Aguadilla","2009-2010","Inglés","Educ. Secundaria-Agu","N/A","13.1305","Subgraduado","Bachillerato","17","15","2"
"Recinto de Rio Piedras","2009-2010","Ciencias Sociales","Antropología","Bachillerato en Artes en Ciencias Sociales - Antropología","45.0201","Subgraduado","Bachillerato","16","13","3"
"Recinto de Rio Piedras","2009-2010","Ciencias Sociales","Ciencias Políticas","Bachillerato en Artes en Ciencias Sociales - Ciencias Políticas","45.1001","Subgraduado","Bachillerato","62","39","23"
"Recinto de Rio Piedras","2009-2010","Ciencias Sociales","Ciencias Sociales General","Bachillerato en Artes en Ciencias Sociales - Ciencias Sociales General","45.0101","Subgraduado","Bachillerato","25","16","9"
"Recinto de Rio Piedras","2009-2010","Ciencias Sociales","Cooperativismo","Bachillerato en Artes en Ciencias Sociales - Cooperativismo","45.9999","Subgraduado","Bachillerato","10","5","5"
"Recinto de Rio Piedras","2009-2010","Ciencias Sociales","Economía - Cs Sociales","Bachillerato en Artes en Ciencias Sociales - Economía - Cs Sociales","45.0601","Subgraduado","Bachillerato","20","7","13"
"Recinto de Rio Piedras","2009-2010","Ciencias Sociales","Geografía","Bachillerato en Artes en Ciencias Sociales - Geografía","45.0701","Subgraduado","Bachillerato","19","7","12"
"Recinto de Rio Piedras","2009-2010","Ciencias Sociales","Psicología","Bachillerato en Artes en Ciencias Sociales - Psicología","42.0101","Subgraduado","Bachillerato","149","128","21"
"Recinto de Rio Piedras","2009-2010","Ciencias Sociales","Relaciones Laborales","Bachillerato en Artes en Ciencias Sociales - Relaciones Laborales","52.1002","Subgraduado","Bachillerato","49","39","10"
"Recinto de Rio Piedras","2009-2010","Ciencias Sociales","Sociología","Bachillerato en Artes en Ciencias Sociales - Sociología","45.1101","Subgraduado","Bachillerato","29","18","11"
"Recinto de Rio Piedras","2009-2010","Ciencias Sociales","Trabajo Social","Bachillerato en Artes en Ciencias Sociales - Trabajo Social","44.0701","Subgraduado","Bachillerato","59","55","4"
"Recinto de Rio Piedras","2009-2010","Ciencias Sociales","Psicología","Doctorado en Filosofía en Ciencias Sociales - Psicología","42.0101","Graduado","Doctorado","20","15","5"
