"programa","fecha_emision","municipio","familias","participantes","beneficios","beneficio_promedio","femenino","masculino","otros","edad_0_4","edad_5_13","edad_14_17","edad_18_24","edad_25_44","edad_45_64","edad_65","incapacitados","deambulantes","estudiantes"
"TANF","201403","VEGA BAJA","986","1887","126923","128.73","570","416","0","78","190","54","52","149","217","246","237","1","209"
"TANF","201403","LUQUILLO","406","832","59442","146.41","242","164","0","42","74","16","20","85","81","88","94","1","42"
"TANF","201403","NARANJITO","615","1053","76960","125.14","369","246","0","35","87","23","25","126","180","139","222","1","56"
"TANF","201403","GUAYNABO","794","1393","96641","121.71","515","279","0","76","107","17","54","132","207","201","246","1","112"
"TANF","201403","JAYUYA","565","1106","82060","145.24","327","238","0","48","79","18","32","151","151","86","227","0","79"
"TANF","201403","AGUADILLA","1817","3348","236037","129.9","1112","705","0","187","268","47","115","348","479","373","580","6","180"
"TANF","201403","JUNCOS","896","1744","120506","134.49","546","350","0","85","142","37","38","195","243","156","276","3","103"
"TANF","201403","SABANA GRANDE","548","1074","72218","131.78","317","231","0","47","92","24","53","121","118","93","188","2","114"
"TANF","201403","SAN LORENZO","905","1411","100783","111.36","552","353","0","38","116","37","41","174","310","189","371","3","117"
"TANF","201403","JUANA DIAZ","788","1459","99785","126.63","510","278","0","69","101","28","50","133","184","223","221","0","84"
"TANF","201403","AIBONITO","468","772","55683","118.98","303","165","0","43","37","12","26","84","162","104","199","1","49"
"TANF","201403","HORMIGUEROS","168","238","16005","95.27","99","69","0","8","15","8","9","31","44","53","63","0","21"
"PAN","201403","TOA BAJA","24307","66596","7095214","291.9","14368","9934","5","2029","3976","1726","2663","5337","4832","3742","1985","17","6105"
"PAN","201403","RINCÓN","5944","15713","1688961","284.15","3230","2714","0","414","787","379","610","1375","1392","986","460","5","664"
"PAN","201403","ARECIBO","41060","105068","11622531","283.06","22922","18129","9","3027","5544","2558","4850","9569","8748","6762","4086","130","7913"
"PAN","201403","RIO GRANDE","19616","55053","5868464","299.17","11261","8349","6","1621","3001","1367","2209","4248","3972","3198","1780","11","2803"
"PAN","201403","VILLALBA","12609","38054","4087148","324.15","6853","5753","3","1023","1769","891","1543","2836","2682","1863","757","1","2468"
"PAN","201403","SAN GERMÁN","13975","39763","4234658","303.02","7636","6338","1","1116","1904","868","1596","3065","3049","2377","1307","7","3008"
"PAN","201403","PEÑUELAS","11954","36205","3884747","324.97","6542","5405","7","1098","1951","759","1489","2856","2478","1319","1069","9","2876"
"TANF","201404","GUAYNABO","850","1492","104082","122.45","548","302","0","80","120","17","55","152","219","207","263","1","127"
"TANF","201404","LARES","896","1667","131988","147.31","548","348","0","74","121","41","52","176","212","220","286","1","133"
"TANF","201404","OROCOVIS","623","1061","77861","124.98","349","274","0","38","65","29","27","111","181","172","217","0","58"
"TANF","201404","ADJUNTAS","375","637","43818","116.85","221","154","0","13","40","16","6","75","132","93","157","0","52"
"TANF","201404","COAMO","593","861","59945","101.09","353","240","0","24","54","13","26","108","177","191","226","1","36"
"TANF","201404","LAS PIEDRAS","1118","2294","165106","147.68","721","397","0","129","223","60","67","276","228","135","315","0","196"
"TANF","201404","MOROVIS","733","1394","98951","134.99","429","304","0","51","111","51","38","156","168","158","230","1","159"
"TANF","201404","NAGUABO","846","1750","123672","146.18","564","282","0","104","165","47","67","176","181","106","228","5","165"
"PAN","201404","ISABELA","17462","48829","5150028","294.93","9556","7900","6","1161","2372","1082","1863","3915","4147","2920","1922","7","3326"
"PAN","201404","RIO PIEDRAS 3","19836","53637","5786844","291.73","12261","7571","4","2086","3802","1365","2230","4474","3514","2364","1370","280","5412"
"PAN","201404","GUAYAMA","16685","45845","4876351","292.26","9364","7321","0","1403","2556","1142","1871","3994","3422","2297","1738","6","862"
"TANF","201405","GUAYNABO","1367","2406","169516","124.01","863","504","0","121","189","37","83","238","357","342","431","2","194"
"TANF","201405","TRUJILLO ALTO","1110","2031","139025","125.25","682","428","0","83","170","39","44","206","320","248","368","5","169"
"TANF","201405","MAUNABO","345","635","48297","139.99","219","126","0","28","62","19","24","71","75","66","95","0","15"
"TANF","201405","ARECIBO","2644","5213","375024","141.84","1763","881","0","327","429","124","257","442","564","501","646","10","466"
"TANF","201405","LAJAS","482","800","56164","116.52","288","194","0","22","63","24","16","107","128","122","159","0","88"
"TANF","201405","GUAYAMA","1271","2827","192674","151.59","790","481","0","154","279","72","83","271","247","165","315","0","55"
"TANF","201405","COROZAL","1033","1682","118270","114.49","581","452","0","52","131","28","36","180","328","278","376","0","91"
"TANF","201405","JAYUYA","567","1104","82248","145.06","328","239","0","47","78","21","32","150","154","85","228","0","76"
"TANF","201405","JUNCOS","961","1906","130938","136.25","581","380","0","81","164","47","43","207","261","158","287","2","128"
"TANF","201405","LARES","891","1642","130409","146.36","546","345","0","78","115","39","54","176","209","220","282","1","129"
"TANF","201405","LOIZA","669","1282","86314","129.02","403","266","0","72","115","20","52","113","147","150","175","1","122"
"TANF","201405","ISABELA","1064","2051","147176","138.32","615","449","0","61","171","54","43","209","263","263","312","1","167"
"TANF","201405","CASTAÑER","72","140","9611","133.49","49","23","0","4","13","5","3","8","12","27","7","0","10"
"TANF","201405","ANGELES","182","288","23668","130.04","96","86","0","9","17","6","6","41","60","43","68","0","19"
"TANF","201405","CEIBA","386","881","63306","164.01","254","132","0","49","92","27","31","95","57","35","70","0","59"
"PAN","201405","COAMO","16283","46288","4924087","302.41","9002","7269","12","1309","2358","1102","1995","3724","3467","2326","1479","7","2556"
"PAN","201405","COROZAL","17687","50098","5328265","301.25","9614","8069","4","1451","2556","1104","2012","3948","4016","2599","2310","0","2952"
"PAN","201405","CAROLINA","44469","122161","12954471","291.31","26955","17498","16","4234","7629","3114","5183","9572","7933","6804","3103","143","10871"
"PAN","201405","AGUADA","17405","49376","5245227","301.36","9519","7886","0","1239","2272","1149","1959","4154","4211","2420","1364","2","2800"
"PAN","201405","CASTAÑER","1958","5783","639258","326.49","971","986","1","110","242","114","197","424","505","366","116","0","272"
"PAN","201405","HATILLO","16987","44539","4808403","283.06","9341","7643","3","1330","2304","1016","1854","4081","3717","2684","1369","5","3594"
"PAN","201405","CANOVANAS","19295","55204","5846428","303","11043","8246","6","1694","3012","1389","2155","4158","4063","2820","1571","16","4596"
"TANF","201406","AGUADA","696","1286","88956","127.81","418","278","0","46","108","26","18","141","176","181","209","0","76"
"TANF","201406","PEÑUELAS","749","1476","99764","133.2","456","293","0","67","121","49","49","155","217","91","310","0","165"
"TANF","201406","PONCE","3648","6609","451459","123.76","2180","1468","0","273","495","129","157","657","1033","904","1238","28","476"
"TANF","201406","GUÁNICA","382","615","40860","106.96","245","137","0","33","47","14","30","71","92","95","118","1","68"
"TANF","201406","MOCA","842","1482","106033","125.93","475","367","0","60","102","26","33","204","263","154","364","0","99"
"TANF","201406","CAROLINA","2082","4288","290947","139.74","1345","737","0","252","394","89","131","417","406","393","489","9","368"
"TANF","201406","TOA BAJA","1145","2188","149352","130.44","727","418","0","90","203","62","40","198","270","282","309","1","236"
"TANF","201406","GUAYNABO","1333","2344","164878","123.69","830","503","0","122","171","38","88","217","357","340","412","3","175"
"TANF","201406","JUNCOS","951","1880","129590","136.27","579","372","0","75","165","50","40","213","256","152","289","2","128"
"TANF","201406","CATAÑO","725","1398","94145","129.86","482","243","0","54","136","35","40","119","183","158","198","16","117"
"TANF","201406","ADJUNTAS","368","622","42572","115.68","213","155","0","10","41","15","4","74","129","95","156","0","48"
"TANF","201406","UTUADO","682","1222","86232","126.44","391","291","0","44","102","20","28","125","198","165","229","5","95"
"TANF","201406","GURABO","496","866","56937","114.79","324","172","0","39","68","17","21","98","138","115","164","2","55"
"PAN","201407","CIDRA","15982","43068","4672053","292.33","8969","7009","4","1346","2294","1019","1806","3685","3499","2333","1965","7","3351"
"PAN","201407","CAYEY","14609","37707","4086356","279.71","8244","6365","0","1144","1997","934","1505","3268","3287","2474","1691","21","814"
"PAN","201407","GUAYNABO","22356","59475","6542199","292.64","13052","9304","0","1895","3678","1484","2419","4892","4554","3434","1682","77","4236"
"PAN","201408","YABUCOA","17691","45472","5013744","283.41","9671","8018","2","1251","2344","1011","1959","4009","4449","2668","3143","5","3457"
"PAN","201408","GUAYNABO","21813","57781","6411012","293.91","12757","9056","0","1834","3556","1435","2362","4726","4492","3408","1648","78","4106"
"PAN","201408","JUNCOS","17050","46847","5200859","305.04","9676","7372","2","1299","2714","1152","1902","4025","3536","2422","1669","24","3125"
"PAN","201408","OROCOVIS","12816","37946","4157323","324.39","6639","6175","2","995","1689","917","1610","2982","2969","1654","1489","1","2490"
"PAN","201408","HUMACAO","21252","55626","6161200","289.91","12310","8935","7","1797","3118","1327","2417","4915","4522","3156","2418","48","3871"
"PAN","201408","CEIBA","5145","14197","1550563","301.37","2937","2208","0","445","754","316","634","1199","1020","777","382","1","612"
"TANF","201408","VEGA BAJA","957","1832","122794","128.31","560","397","0","76","178","56","48","150","191","258","213","0","193"
"TANF","201408","GUAYNABO","1286","2279","159421","123.97","803","483","0","110","177","40","75","212","323","349","377","3","175"
"TANF","201408","VIEQUES","316","693","48097","152.21","203","113","0","38","77","12","26","63","46","54","66","2","52"
"TANF","201408","SALINAS","724","1611","116030","160.26","463","261","0","78","168","48","52","149","103","126","135","0","6"
"TANF","201408","RIO PIEDRAS","1056","1838","135760","128.56","624","432","0","70","160","35","31","165","270","325","267","47","161"
"TANF","201408","ADJUNTAS","367","625","42929","116.97","215","152","0","12","38","16","6","71","127","97","152","0","49"
"TANF","201408","RINCÓN","287","510","35205","122.67","169","118","0","18","38","12","11","60","65","83","86","0","12"
"TANF","201305","CULEBRA","13","17","1156","88.92","5","8","0","0","2","0","0","7","2","2","7","0","0"
"TANF","201407","CULEBRA","32","70","4965","155.16","16","16","0","6","5","1","4","7","4","5","8","0","3"
"TANF","201403","CULEBRA","24","48","3271","136.29","14","10","0","2","5","1","1","7","4","4","7","0","0"
"TANF","201210","LAS MARÍAS","255","507","39301","154.12","142","113","0","22","47","11","10","52","52","61","60","1","60"
"TANF","201210","HATILLO","880","1728","129552","147.22","536","344","0","84","154","37","70","175","197","163","248","0","190"
"TANF","201210","MOROVIS","737","1409","110343","149.72","431","306","0","53","125","41","28","148","169","173","217","0","148"
"TANF","201210","CIDRA","648","1248","96497","148.92","366","282","0","53","114","24","32","134","165","126","214","1","124"
"TANF","201210","CAYEY","892","1664","125288","140.46","538","354","0","78","139","39","50","168","238","180","291","0","22"
"TANF","201210","RIO GRANDE","1140","2533","195325","171.34","734","406","0","103","243","80","72","223","199","220","245","0","140"
"TANF","201210","FAJARDO","1202","2984","215686","179.44","791","411","0","241","265","66","127","237","145","121","184","1","119"
"TANF","201210","SALINAS","812","1813","141146","173.83","504","308","0","104","160","62","64","158","143","121","170","1","25"
"TANF","201210","GUAYAMA","1382","3101","224305","162.3","863","519","0","209","287","91","125","277","234","159","314","0","69"
"TANF","201210","SAN GERMÁN","738","1214","87093","118.01","434","304","0","33","105","21","26","138","217","198","251","1","115"
"TANF","201210","MARICAO","151","297","22502","149.02","94","57","0","13","32","5","6","40","25","30","37","0","20"
"TANF","201210","HORMIGUEROS","179","261","17667","98.7","109","70","0","8","19","5","9","35","53","50","71","0","20"
"PAN","201211","VIEQUES","4220","12238","1524217","361.19","2321","1898","1","487","684","267","555","915","799","513","277","1","780"
"PAN","201211","LUQUILLO","8379","23792","2908333","347.1","4762","3612","5","793","1306","551","1079","1934","1584","1131","623","7","1516"
"PAN","201211","GURABO","12058","33871","4102019","340.19","6791","5265","2","1032","1792","720","1270","2717","2579","1948","1140","4","1907"
"PAN","201211","BARRANQUITAS","17742","51553","6399370","360.69","9594","8145","3","1687","2573","1321","2466","4240","3615","1840","1794","2","3777"
"PAN","201211","TOA ALTA","22676","66008","8033927","354.29","12923","9749","4","2050","3742","1675","2745","5132","4599","2733","2099","4","5459"
"PAN","201211","GUAYAMA","17037","48071","5808231","340.92","9557","7475","5","1583","2672","1227","1939","4026","3361","2229","1639","9","1001"
"PAN","201211","VILLALBA","12680","38775","4729308","372.97","6895","5781","4","1043","1823","901","1647","2857","2655","1754","760","2","2648"
"PAN","201211","MAUNABO","5788","16353","1959065","338.47","3099","2689","0","469","771","360","730","1312","1322","824","679","0","616"
"PAN","201211","CATAÑO","11295","32725","4073245","360.62","6663","4630","2","1109","2107","839","1369","2459","2092","1320","1060","56","2455"
"PAN","201211","OROCOVIS","13280","40582","4949607","372.71","6867","6408","5","1055","1894","955","1745","3114","2943","1574","1570","6","2772"
"PAN","201211","GUAYANILLA","10487","31424","3845066","366.65","5782","4702","3","911","1636","702","1172","2610","2135","1321","659","4","2473"
"PAN","201211","CULEBRA","540","1720","195439","361.92","295","244","1","48","84","40","67","140","97","64","30","0","41"
"PAN","201211","FLORIDA","6957","19591","2418130","347.58","3825","3132","0","594","1092","458","917","1629","1395","872","637","9","1555"
"PAN","201212","AGUAS BUENAS","10909","30127","3472081","318.28","6258","4649","2","999","1745","729","1166","2304","2288","1678","1183","10","2706"
"PAN","201212","CANOVANAS","18725","54711","6239550","333.22","10792","7919","14","1723","3024","1350","2159","3982","3832","2647","1509","12","4542"
"PAN","201212","CAROLINA","42564","118891","13603108","319.59","25997","16552","15","4214","7556","3096","4911","8929","7407","6451","3023","89","10707"
"PAN","201212","SALINAS","12801","35649","4031911","314.97","7162","5634","5","1133","1907","906","1522","2789","2603","1941","1069","7","713"
"PAN","201212","CIDRA","15572","43228","4864520","312.39","8815","6755","2","1394","2315","1048","1799","3617","3266","2133","1859","6","3545"
"PAN","201212","TOA ALTA","22164","64553","7358910","332.02","12615","9545","4","2002","3610","1632","2691","4966","4538","2725","2069","4","5304"
"PAN","201212","MOCA","18353","52609","6013110","327.64","9885","8465","3","1418","2735","1191","2042","4549","3984","2434","1815","3","4039"
"PAN","201212","LAS MARÍAS","4520","13467","1525212","337.44","2364","2156","0","394","635","281","542","1034","981","653","288","1","1077"
"PAN","201212","CATAÑO","11027","31928","3735053","338.72","6533","4492","2","1074","2062","813","1334","2386","2058","1300","1042","57","2419"
"PAN","201212","MARICAO","2697","8377","951352","352.74","1381","1316","0","229","393","182","293","737","568","295","220","0","449"
"PAN","201212","PEÑUELAS","12084","37881","4303241","356.11","6603","5471","10","1152","1990","789","1564","2867","2461","1260","1077","10","3089"
"PAN","201212","AGUADA","17080","49778","5660472","331.41","9358","7719","3","1256","2321","1160","1949","4084","4041","2268","1434","2","2930"
"PAN","201212","COROZAL","17535","50758","5782400","329.76","9551","7978","6","1524","2533","1143","2039","3850","3959","2487","2437","0","3022"
"PAN","201212","ADJUNTAS","9341","29450","3364610","360.2","5002","4339","0","751","1398","657","1146","2214","1991","1184","633","1","2346"
"PAN","201212","CIALES","10197","29761","3388686","332.32","5540","4653","4","902","1497","629","1258","2261","2279","1371","1308","0","1708"
"PAN","201212","COMERIO","11284","30488","3557315","315.25","6122","5159","3","947","1678","788","1393","2681","2410","1387","1276","10","2428"
"PAN","201301","TRUJILLO ALTO","18114","50109","5512230","304.31","10594","7517","3","1777","3072","1208","1850","3823","3425","2957","1600","75","4026"
"PAN","201301","CAGUAS","44333","121583","13368720","301.55","26131","18181","21","3822","7069","3041","4804","9631","8669","7295","3928","143","6747"
"PAN","201301","VIEQUES","4119","11826","1331276","323.2","2267","1851","1","476","680","253","529","889","777","515","276","2","766"
"PAN","201301","NAGUABO","11499","32529","3616751","314.53","6475","5022","2","990","1861","760","1292","2777","2222","1597","1256","35","2630"
"PAN","201301","LUQUILLO","8150","23278","2568994","315.21","4639","3505","6","768","1263","543","1028","1874","1551","1123","608","5","1459"
"PAN","201301","GUÁNICA","8689","25256","2784356","320.45","4808","3879","2","687","1180","572","943","1901","1926","1480","630","4","1782"
"PAN","201301","RIO PIEDRAS 4","15603","46159","5192198","332.77","9479","6122","2","1708","3074","1156","1744","3342","2689","1890","1096","50","4384"
"PAN","201301","MARICAO","2714","8444","926484","341.37","1391","1323","0","230","395","184","288","742","579","296","220","0","460"
"PAN","201301","NARANJITO","15650","45441","4959910","316.93","8438","7204","8","1367","2210","1059","1924","3639","3339","2110","2106","8","2651"
"TANF","201301","BAYAMON","2630","5504","377874","143.68","1635","995","0","309","511","128","146","478","489","569","604","7","564"
"TANF","201301","CAMUY","766","1385","103229","134.76","461","305","0","61","104","37","43","159","204","158","242","0","126"
"TANF","201301","FAJARDO","1059","2537","178754","168.8","698","361","0","196","233","53","110","202","142","123","178","1","115"
"TANF","201301","GURABO","452","773","57534","127.29","284","168","0","24","65","23","20","92","127","101","162","2","46"
"TANF","201301","AGUADA","699","1269","101236","144.83","420","279","0","55","92","18","34","141","193","166","231","0","64"
"TANF","201301","FLORIDA","417","864","66790","160.17","271","146","0","45","90","28","28","80","96","50","90","0","103"
"PAN","201302","JUANA DIAZ","19642","59873","6562302","334.1","11058","8578","6","1680","2932","1414","2463","4302","4157","2694","1342","8","3789"
"PAN","201302","CAGUAS","44407","121568","13492448","303.84","26174","18212","21","3837","7034","3063","4808","9673","8673","7317","3916","148","6725"
"PAN","201302","JUNCOS","17278","48552","5452733","315.59","9842","7433","3","1388","2878","1175","1923","4073","3458","2383","1659","19","3028"
"PAN","201302","GURABO","11608","32644","3619297","311.79","6562","5044","2","979","1704","713","1176","2623","2490","1923","1108","3","1817"
"PAN","201302","LAJAS","11290","32821","3648497","323.16","6224","5061","5","911","1560","754","1295","2628","2341","1801","976","8","2704"
"PAN","201302","LOIZA","11697","35392","3992275","341.31","6816","4880","1","1139","1913","853","1539","2605","2331","1317","708","17","2934"
"PAN","201302","LAS MARÍAS","4618","13842","1533748","332.12","2400","2218","0","406","643","298","558","1070","985","658","290","2","1105"
"TANF","201303","OROCOVIS","739","1363","102608","138.85","412","327","0","53","114","32","37","138","195","170","239","0","93"
"TANF","201407","JAYUYA","587","1212","88705","151.12","338","249","0","48","89","23","31","156","152","88","231","0","83"
"PAN","201407","CAROLINA","43770","119723","13008038","297.19","26479","17276","15","4152","7451","3061","5060","9358","7929","6759","3036","139","10575"
"PAN","201407","CANOVANAS","19144","54485","5912231","308.83","10947","8192","5","1654","2978","1371","2151","4137","4062","2788","1549","14","4556"
"PAN","201407","PONCE","70390","201992","22366971","317.76","40190","30186","14","6216","10994","4736","8294","16173","14115","9860","5240","275","15994"
"PAN","201407","SAN JUAN","55889","153797","17112636","306.19","33917","21966","6","5672","10017","4094","6385","11667","10345","7709","3401","781","12907"
"PAN","201407","SAN SEBASTÍAN","20343","55082","6132322","301.45","11177","9161","5","1472","2765","1248","2146","4613","4557","3539","1880","5","4109"
"PAN","201407","CAMUY","15311","41197","4491246","293.33","8376","6933","2","1106","2020","954","1669","3676","3473","2413","1790","5","2948"
"PAN","201407","ISABELA","17244","47926","5224915","303","9419","7820","5","1150","2313","1066","1834","3847","4107","2926","1923","5","3235"
"PAN","201407","JUNCOS","17171","47299","5217374","303.85","9732","7436","3","1315","2765","1165","1906","4065","3540","2415","1679","26","3188"
"PAN","201407","AGUADA","17195","48601","5284868","307.35","9401","7794","0","1194","2254","1102","1927","4081","4206","2430","1348","3","2735"
"PAN","201407","SANTA ISABEL","9006","25186","2739567","304.19","5002","4004","0","774","1337","633","1083","2059","1840","1280","732","28","372"
"PAN","201407","RIO PIEDRAS","14313","33711","3813424","266.43","8422","5891","0","1155","2075","833","1395","3078","3135","2642","985","466","3385"
"PAN","201407","CULEBRA","544","1658","176504","324.46","293","249","2","63","70","35","75","127","101","73","41","0","40"
"PAN","201407","NAGUABO","12082","33604","3697117","306","6806","5276","0","1009","1927","737","1363","3040","2334","1672","1297","58","2613"
"TANF","201407","ANGELES","180","294","24166","134.26","96","84","0","10","16","8","5","40","59","42","66","0","18"
"PAN","201408","CIDRA","15796","42483","4648104","294.26","8854","6938","4","1323","2270","988","1798","3630","3469","2318","1929","7","3262"
"PAN","201408","MOCA","17987","50776","5608437","311.81","9698","8288","1","1350","2473","1178","1982","4416","4036","2552","1746","3","3644"
"PAN","201408","AIBONITO","11102","29245","3227875","290.75","6088","5013","1","937","1499","629","1288","2466","2565","1718","1431","7","2377"
"PAN","201408","SABANA GRANDE","9650","27986","3042231","315.26","5283","4367","0","764","1320","668","1120","2271","2023","1484","849","10","2230"
"PAN","201408","LUQUILLO","7882","21590","2382277","302.24","4428","3450","4","662","1169","510","939","1849","1550","1203","569","6","1253"
"PAN","201408","VEGA ALTA","16302","46120","5100378","312.87","9194","7104","4","1404","2630","1153","1910","3802","3230","2173","1390","12","3941"
"PAN","201408","RIO PIEDRAS 3","19580","52422","5876841","300.15","12074","7502","4","2005","3712","1342","2173","4445","3528","2375","1355","277","5287"
"PAN","201408","SAN LORENZO","15953","42158","4614943","289.28","8829","7122","2","1120","2057","928","1638","3470","4062","2678","1917","6","2761"
"PAN","201408","RIO PIEDRAS 4","15975","45597","5096948","319.06","9695","6278","2","1640","2994","1231","1775","3440","2906","1989","1036","89","4373"
"PAN","201408","RINCÓN","5939","15627","1718877","289.42","3230","2709","0","403","756","380","613","1395","1393","999","442","6","662"
"PAN","201408","JAYUYA","8267","25166","2796398","338.26","4284","3980","3","645","1160","597","983","1971","1886","1025","968","0","1764"
"PAN","201408","CASTAÑER","1900","5517","634767","334.09","949","950","1","108","224","118","195","405","494","356","110","0","265"
"TANF","201408","CAYEY","996","1940","137137","137.69","643","353","0","90","174","61","64","196","224","187","300","0","21"
"TANF","201408","AGUADILLA","1777","3309","232272","130.71","1065","712","0","170","273","45","95","340","476","378","561","4","185"
"TANF","201408","JUNCOS","953","1876","128619","134.96","585","368","0","77","163","50","42","208","254","159","287","1","117"
"TANF","201408","CAGUAS","1783","3006","209220","117.34","1123","660","0","128","237","55","71","312","517","463","605","20","112"
"TANF","201408","FAJARDO","937","2119","151361","161.54","617","320","0","169","186","38","85","182","140","137","167","0","110"
"TANF","201408","CAMUY","696","1266","93163","133.85","406","290","0","43","110","30","40","141","169","163","204","0","106"
"TANF","201408","PATILLAS","520","929","65418","125.8","296","224","0","38","82","23","29","101","134","113","157","0","13"
"TANF","201408","LUQUILLO","421","867","60675","144.12","247","174","0","48","72","16","20","91","84","90","100","1","42"
"TANF","201408","COAMO","576","907","62495","108.5","352","224","0","25","63","9","23","109","161","186","211","1","35"
"TANF","201408","YAUCO","735","1127","79411","108.04","472","263","0","31","74","26","26","135","216","227","268","2","106"
"TANF","201408","LAS PIEDRAS","962","1970","140089","145.62","613","349","0","99","192","63","57","226","190","135","253","0","167"
"TANF","201408","CULEBRA","31","69","4901","158.1","16","15","0","6","5","1","4","7","3","5","7","0","3"
"TANF","201210","AGUADILLA","1924","3707","272578","141.67","1154","770","0","191","304","65","130","368","515","351","603","2","207"
"TANF","201210","FLORIDA","423","898","68269","161.39","270","153","0","50","96","23","28","80","94","52","87","1","102"
"TANF","201210","QUEBRADILLAS","533","1099","80456","150.95","333","200","0","52","106","25","37","111","119","83","136","0","108"
"TANF","201210","NARANJITO","744","1390","116076","156.02","440","304","0","40","112","35","32","155","242","128","279","0","96"
"TANF","201210","VEGA BAJA","1171","2313","168222","143.66","695","476","0","125","227","61","77","190","240","251","273","0","248"
"TANF","201210","CANOVANAS","1227","2795","204844","166.95","774","453","0","160","269","74","106","276","179","163","261","1","259"
"TANF","201210","PEÑUELAS","740","1515","116425","157.33","441","299","0","70","129","32","62","158","202","87","261","0","163"
"TANF","201210","JUANA DIAZ","919","1787","140139","152.49","593","326","0","95","147","40","71","160","200","206","238","0","127"
"TANF","201210","AIBONITO","574","1059","83579","145.61","347","227","0","41","84","24","30","118","178","99","221","0","106"
"PAN","201210","JAYUYA","8883","28014","2857431","321.67","4596","4284","3","766","1379","620","1163","2149","1848","957","974","0","2099"
"TANF","201408","DORADO","415","778","52399","126.26","269","146","0","25","78","21","18","72","77","124","99","0","72"
"PAN","201211","ARECIBO","42730","111732","14043517","328.66","23822","18891","17","3308","5932","2829","5114","10111","8781","6652","4036","105","8341"
"PAN","201211","VEGA BAJA","23792","67726","8248421","346.69","13563","10225","4","1920","3854","1726","2736","5246","4657","3653","2186","8","5237"
"PAN","201211","HUMACAO","22679","60327","7409306","326.7","13099","9567","13","2171","3314","1457","2695","5236","4684","3122","2605","45","4496"
"PAN","201211","SABANA GRANDE","9782","29297","3489393","356.72","5314","4468","0","839","1406","674","1166","2291","1947","1459","831","10","2365"
"PAN","201211","RIO GRANDE","20803","59421","7199553","346.08","11924","8874","5","1825","3303","1488","2395","4557","4070","3165","1845","13","3227"
"PAN","201211","CAGUAS","45367","124430","15121332","333.31","26738","18609","20","3954","7306","3120","4908","9917","8832","7328","3973","146","6983"
"PAN","201212","BARCELONETA","11862","31974","3679661","310.21","6691","5167","4","1003","1772","801","1413","2738","2337","1798","1070","4","2235"
"PAN","201212","GUAYAMA","16811","47592","5379484","320","9442","7364","5","1552","2632","1208","1908","3937","3334","2240","1653","9","979"
"PAN","201212","RIO PIEDRAS","13430","32459","3871072","288.24","8000","5430","0","1173","2040","804","1304","2749","2844","2515","979","441","3275"
"PAN","201212","JUANA DIAZ","19700","60226","6761462","343.22","11094","8600","6","1686","2925","1473","2491","4315","4140","2669","1361","7","3863"
"PAN","201212","HUMACAO","21970","58368","6722898","306","12724","9234","12","2097","3215","1387","2569","4989","4599","3114","2559","41","4315"
"PAN","201212","PATILLAS","8652","23840","2707219","312.9","4625","4025","2","697","1172","545","1008","1915","1987","1328","1108","5","1241"
"PAN","201212","CABO ROJO","15867","45463","5172702","326","9008","6857","2","1234","2228","1043","1662","3569","3303","2828","1092","1","3677"
"PAN","201212","CASTAÑER","1922","5848","686090","356.97","963","959","0","129","222","109","210","417","483","352","108","0","295"
"PAN","201212","SANTA ISABEL","8585","25041","2776957","323.47","4888","3697","0","787","1325","636","1024","1882","1724","1207","694","20","473"
"PAN","201212","AÑASCO","11286","30944","3513245","311.29","6084","5201","1","861","1506","715","1260","2625","2473","1846","1089","3","2275"
"PAN","201301","YABUCOA","18262","48866","5389608","295.13","10029","8226","7","1406","2504","1127","2067","4172","4406","2580","3326","5","3730"
"PAN","201301","OROCOVIS","13188","40201","4408058","334.25","6822","6363","3","1046","1861","948","1731","3077","2940","1585","1558","3","2730"
"TANF","201311","CIDRA","564","1047","75951","134.66","328","236","0","44","85","24","23","109","149","130","199","1","85"
"TANF","201311","BARCELONETA","648","1288","95402","147.23","401","247","0","79","108","43","54","118","118","128","133","0","99"
"TANF","201311","CASTAÑER","68","118","8447","124.22","46","22","0","5","9","3","3","10","10","28","9","0","7"
"PAN","201311","YABUCOA","17793","46721","4684470","263.28","9778","8010","5","1309","2401","1055","1984","4021","4387","2636","3156","4","3533"
"PAN","201311","RIO PIEDRAS 3","19679","53653","5518176","280.41","12194","7481","4","2119","3802","1336","2219","4364","3438","2400","1389","254","5332"
"PAN","201311","ARROYO","8386","23444","2349318","280.15","4737","3646","3","748","1259","518","1026","2007","1677","1151","723","11","450"
"PAN","201311","LAJAS","11247","32299","3247986","288.79","6204","5041","2","855","1528","754","1266","2608","2369","1867","973","10","2662"
"PAN","201311","AÑASCO","11276","30880","3074166","272.63","6079","5197","0","791","1502","717","1241","2615","2527","1883","1128","6","2307"
"PAN","201311","YAUCO","17788","49975","5002547","281.23","9830","7955","3","1351","2405","1071","1909","4121","4257","2674","1290","9","3889"
"PAN","201311","GUÁNICA","8771","25242","2532870","288.78","4848","3921","2","662","1181","560","947","1948","1913","1560","651","6","1813"
"PAN","201311","SABANA GRANDE","9766","28874","2854012","292.24","5361","4405","0","806","1352","714","1141","2302","1969","1482","843","11","2361"
"PAN","201311","COMERIO","11335","30183","3118602","275.13","6109","5223","3","944","1672","739","1380","2700","2443","1457","1298","5","2304"
"PAN","201311","LOIZA","11626","34391","3523692","303.09","6769","4856","1","1126","1859","782","1542","2633","2330","1354","689","18","2804"
